title,year,budget,revenue,vote_average,vote_count,popularity,female_ratio,female_director,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Woo,1998.0,13000000,8026971,5.5,10,1.750054,0.16666666666666666,1,,,,,,,
Room,2015.0,6000000,35401758,8.1,2757,66.11334,0.375,0,3.0,8.1,451718.0,118,Drama,Thriller,
Serial Mom,1994.0,13000000,7820688,6.4,135,6.170139,0.1791044776119403,0,3.0,6.8,32850.0,95,Comedy,Crime,Thriller
Dick,1999.0,13000000,27500000,5.7,67,4.742537,0.26666666666666666,0,3.0,6.2,21404.0,94,Comedy,,
54,1998.0,13000000,16757163,5.5,135,11.880899,0.35294117647058826,0,1.0,5.9,34594.0,93,Drama,Music,
21 & Over,2013.0,13000000,48065672,5.7,737,35.522027,0.38461538461538464,0,,,,,,,
"Paris, je t'aime",2006.0,13000000,4857367,6.8,207,10.573191,0.3333333333333333,1,,,,,,,
Admission,2013.0,13000000,18000000,5.4,304,17.632446,0.3448275862068966,0,3.0,5.7,36290.0,107,Comedy,Drama,Romance
Chloe,2009.0,15000000,8459458,5.9,498,26.373864,0.5789473684210527,0,3.0,6.3,78053.0,96,Drama,Mystery,Thriller
Faithful,1996.0,13000000,9789900,4.8,4,1.647335,0.3,0,,,,,,,
Find Me Guilty,2006.0,13000000,2636637,6.5,138,12.321302,0.0,0,,,,,,,
The Perks of Being a Wallflower,2012.0,13000000,33400000,7.7,2968,43.444135,0.42105263157894735,0,,,,,,,
Excessive Force,1993.0,3000000,1200000,4.5,10,1.279106,0.14285714285714285,0,,,,,,,
Infamous,2006.0,13000000,1151330,6.4,60,3.680896,0.46153846153846156,0,,,,,,,
The Vatican Tapes,2015.0,13000000,1784763,4.6,243,10.475368,0.2222222222222222,0,,,,,,,
Attack the Block,2011.0,14350531,3964682,6.3,733,30.952377,0.25,0,3.0,6.7,111569.0,88,Action,Adventure,Comedy
In the Land of Blood and Honey,2011.0,10000000,303877,5.8,45,4.267466,0.0,1,,,,,,,
The Call,2013.0,13000000,68572378,6.6,1257,34.532418,0.5454545454545454,0,,,,,,,
I Love You Phillip Morris,2009.0,13000000,10652035,6.4,503,19.664699,0.2647058823529412,0,1.0,6.6,99934.0,98,Biography,Comedy,Crime
Quest for Fire,1981.0,12000000,55260558,7.1,109,6.537986,0.05263157894736842,0,1.0,7.3,24189.0,100,Adventure,Drama,
Antwone Fisher,2002.0,12500000,23367586,6.7,137,13.349012,0.4,0,1.0,7.3,38509.0,120,Biography,Drama,
True Romance,1993.0,12500000,12281551,7.5,749,35.268557,0.15,0,1.0,7.9,243156.0,119,Crime,Drama,Romance
Glengarry Glen Ross,1992.0,12500000,10725228,7.5,323,13.939054,0.10526315789473684,0,0.0,7.7,116664.0,100,Crime,Drama,Mystery
Sorority Row,2009.0,12500000,27206120,5.4,177,8.780512,0.4594594594594595,0,3.0,5.1,32460.0,101,Horror,Mystery,
Lars and the Real Girl,2007.0,12000000,11293663,7.1,509,15.817096,0.4666666666666667,0,,,,,,,
The Boy in the Striped Pyjamas,2008.0,12500000,20416563,7.7,1451,34.821223,0.15789473684210525,0,,,,,,,
Dancer in the Dark,2000.0,12800000,40031879,7.6,377,22.022228,0.1724137931034483,0,3.0,7.9,117059.0,140,Crime,Drama,Musical
The Funeral,1996.0,12500000,1227324,7.3,31,2.950618,0.1875,0,,,,,,,
Solitary Man,2009.0,15000000,5024782,5.8,84,7.497306,0.4074074074074074,0,,,,,,,
Machete,2010.0,20000000,31327899,6.3,1150,26.396191,0.20689655172413793,0,3.0,6.6,204273.0,105,Action,Crime,Thriller
Casino Jack,2010.0,12500000,1083683,6.0,94,6.546037,0.1875,0,1.0,6.2,17713.0,108,Biography,Comedy,Crime
The Land Before Time,1988.0,12300000,84460846,7.0,640,28.670193,0.375,0,,,,,,,
The Perfect Game,2010.0,12500000,3878993,6.3,30,0.903529,0.16666666666666666,0,,,,,,,
The Exorcist,1973.0,8000000,441306145,7.5,2005,47.584643,0.35294117647058826,0,,,,,,,
Jaws,1975.0,7000000,470654000,7.5,2542,50.152327,0.17857142857142858,0,3.0,8.1,661776.0,124,Adventure,Mystery,Thriller
American Pie,1999.0,11000000,235483004,6.4,2296,60.767168,0.4418604651162791,0,2.0,7.0,434811.0,95,Comedy,,
Ernest & Celestine,2012.0,12516654,8109160,7.6,142,11.103202,0.2,0,,,,,,,
The Golden Child,1986.0,25000000,79817939,5.6,304,15.26213,0.25,0,,,,,,,
Think Like a Man,2012.0,12000000,96070507,6.9,281,6.035152,0.5263157894736842,0,3.0,6.5,50447.0,122,Comedy,Romance,
Barbershop,2002.0,12000000,75781642,6.2,137,10.297189,0.08333333333333333,0,,,,,,,
Star Trek II: The Wrath of Khan,1982.0,12000000,96800000,7.3,675,22.434102,0.1875,0,,,,,,,
Ace Ventura: Pet Detective,1994.0,15000000,107217396,6.4,1648,41.249004,0.15789473684210525,0,2.0,6.9,326067.0,86,Comedy,,
WarGames,1983.0,12000000,79567667,7.0,504,23.161754,0.06060606060606061,0,1.0,7.1,111209.0,114,Action,Drama,Sci-Fi
Witness,1985.0,12000000,68706993,7.0,375,19.195399,0.16666666666666666,0,3.0,7.4,105004.0,112,Drama,Romance,Thriller
Act of Valor,2012.0,12000000,81272766,6.3,417,21.958055,0.05263157894736842,0,0.0,6.4,71862.0,110,Action,Adventure,Thriller
Step Up,2006.0,12000000,114194847,6.7,1060,45.477802,0.3333333333333333,1,3.0,6.5,127105.0,104,Crime,Drama,Music
Jackie Brown,1997.0,12000000,39673162,7.3,1514,40.631671,0.1875,0,3.0,7.5,376137.0,154,Crime,Drama,Thriller
Harold & Kumar Escape from Guantanamo Bay,2008.0,12000000,43493123,6.2,497,26.219598,0.21052631578947367,0,,,,,,,
Chronicle,2012.0,15000000,145000000,6.6,1935,64.504747,0.2222222222222222,0,1.0,7.0,265101.0,84,Action,Drama,Sci-Fi
Yentl,1983.0,12000000,30400000,6.2,51,3.389249,0.2857142857142857,0,3.0,6.6,15950.0,133,Drama,Musical,Romance
Time Bandits,1981.0,5000000,42365581,6.6,249,14.779537,0.02702702702702703,0,1.0,6.9,68528.0,110,Adventure,Comedy,Fantasy
Crossroads,2002.0,12000000,61141030,4.7,158,6.703319,0.4444444444444444,1,3.0,3.8,44271.0,93,Comedy,Drama,Romance
Project X,2012.0,12000000,100000000,6.5,1564,49.070321,0.32142857142857145,0,1.0,6.7,234232.0,88,Comedy,,
Patton,1970.0,12000000,89800000,7.3,323,21.933822,0.023809523809523808,0,1.0,7.9,108150.0,172,Biography,Drama,War
One Hour Photo,2002.0,12000000,52223306,6.6,435,20.624896,0.16666666666666666,0,1.0,6.8,132003.0,96,Drama,Thriller,
Quarantine,2008.0,12000000,40855419,5.5,339,8.083995,0.25,0,3.0,6.0,77602.0,89,Horror,Sci-Fi,Thriller
The Eye,2008.0,12000000,56309766,5.5,281,11.135734,0.6666666666666666,0,,,,,,,
Johnson Family Vacation,2004.0,12000000,31179516,4.7,30,4.623609,0.5454545454545454,0,,,,,,,
How High,2001.0,12000000,31155435,6.3,218,11.510281,0.2,0,1.0,6.2,61948.0,93,Comedy,Fantasy,
Frida,2002.0,12000000,56298474,7.3,383,18.422327,0.2857142857142857,1,2.0,7.3,95511.0,123,Biography,Drama,Romance
Katy Perry: Part of Me,2012.0,12000000,32726956,6.5,85,8.410688,0.2727272727272727,1,,,,,,,
The Fault in Our Stars,2014.0,12000000,307166834,7.6,3759,74.358971,0.16326530612244897,0,,,,,,,
Rounders,1998.0,12000000,22921898,6.9,439,18.422008,0.03389830508474576,0,1.0,7.3,160486.0,121,Crime,Drama,
Prophecy,1979.0,12000000,54000000,5.4,25,8.61659,0.16666666666666666,0,,,,,,,
Stir of Echoes,1999.0,12000000,21133087,6.5,330,6.044161,0.4166666666666667,0,,,,,,,
Philomena,2013.0,12000000,100129872,7.4,579,29.019504,0.2564102564102564,0,3.0,7.6,103944.0,98,Biography,Comedy,Drama
Aquamarine,2006.0,12000000,23006849,5.8,364,16.931846,0.5217391304347826,1,3.0,5.4,45283.0,110,Comedy,Family,Fantasy
Paper Towns,2015.0,12000000,85512300,6.1,1937,64.610671,0.28,0,,,,,,,
Nebraska,2013.0,12000000,17654912,7.4,636,29.223881,0.2857142857142857,0,3.0,7.7,123755.0,115,Drama,,
Max Keeble's Big Move,2001.0,12000000,17292381,5.4,33,1.081822,0.07407407407407407,0,,,,,,,
Young Adult,2011.0,12000000,22939027,5.6,364,16.183746,0.5555555555555556,0,3.0,6.3,88072.0,94,Comedy,Drama,
Crank,2006.0,12000000,42931041,6.6,1151,47.992817,0.041666666666666664,0,0.0,6.9,264468.0,88,Action,Crime,Thriller
Living Out Loud,1998.0,12000000,12902790,5.3,11,0.700792,0.5,0,,,,,,,
Das Boot,1981.0,14000000,85000000,7.9,613,26.967494,0.06896551724137931,0,0.0,8.4,264904.0,149,Drama,War,
Arbitrage,2012.0,12000000,35485056,6.1,294,16.40512,0.3333333333333333,0,2.0,6.6,54967.0,107,Drama,Thriller,
Project Almanac,2015.0,12000000,32248241,6.4,933,32.940597,0.25,0,,,,,,,
Fortress,1992.0,8000000,6739141,5.7,168,8.708229,0.13333333333333333,0,,,,,,,
For Your Consideration,2006.0,12000000,5542025,5.9,43,4.330428,0.21428571428571427,0,3.0,6.3,15912.0,86,Comedy,,
Running with Scissors,2006.0,12000000,6754898,5.8,78,4.770195,0.5,0,3.0,6.1,23179.0,116,Comedy,Drama,
From Justin to Kelly,2003.0,12000000,4922166,3.0,23,1.623338,0.4230769230769231,0,,,,,,,
Girl 6,1996.0,12000000,4939939,5.7,16,2.993939,0.45,0,,,,,,,
In the Cut,2003.0,12000000,23,4.6,89,10.536092,0.5,1,3.0,5.4,26528.0,119,Mystery,Thriller,
Two Lovers,2008.0,12000000,3148182,6.6,154,8.290636,0.2765957446808511,0,,,,,,,
The Host,2006.0,11000000,88489643,6.7,537,27.65527,0.14285714285714285,0,,,,,,,
The Great Beauty,2013.0,12400000,8371085,7.3,720,32.523573,0.21428571428571427,0,,,,,,,
Stoker,2013.0,12000000,12077441,6.5,882,27.322212,0.3684210526315789,0,3.0,6.7,114680.0,99,Drama,Thriller,
2046,2004.0,12000000,19271312,6.9,206,12.664787,0.4166666666666667,0,3.0,7.4,61906.0,129,Drama,Romance,Sci-Fi
Ondine,2009.0,12000000,1644755,6.5,84,5.841285,0.3,0,3.0,6.8,22662.0,111,Drama,Mystery,Romance
Brother,2000.0,12000000,15250000,6.8,107,5.327714,0.08333333333333333,0,,,,,,,
City of Life and Death,2009.0,12000000,10652498,7.6,55,4.793348,0.2,0,,,,,,,
Legend of a Rabbit,2011.0,19000000,2570000,3.0,3,0.738652,0.2,0,,,,,,,
Space Battleship Yamato,2010.0,12000000,11212294,6.3,59,5.158067,0.17647058823529413,0,,,,,,,
5 Days of War,2011.0,20000000,17479,5.8,62,5.727602,0.3076923076923077,0,1.0,5.6,14317.0,113,Action,Drama,War
Heaven is for Real,2014.0,12000000,101332962,6.0,229,11.150261,0.2,0,,,,,,,
Snatch,2000.0,10000000,83557872,7.7,2912,53.595686,0.0,0,,,,,,,
Pet Sematary,1989.0,11500000,57469467,6.4,407,20.747994,0.21428571428571427,1,,,,,,,
Gremlins,1984.0,11000000,153083102,6.9,1596,45.072136,0.16666666666666666,0,1.0,7.3,248535.0,106,Comedy,Fantasy,Horror
Star Wars,1977.0,11000000,775398007,8.1,6624,126.393695,0.02830188679245283,0,1.0,8.6,1453894.0,121,Action,Adventure,Fantasy
Dirty Grandpa,2016.0,11500000,94073028,5.7,1406,56.805781,0.3111111111111111,0,2.0,5.9,133637.0,102,Comedy,,
Doctor Zhivago,1965.0,11000000,111858363,7.4,247,12.854853,0.20512820512820512,0,1.0,7.9,82254.0,197,Drama,Romance,War
The Fighter,2010.0,25000000,93617009,7.2,1486,31.019381,0.20833333333333334,0,,,,,,,
Jackass Number Two,2006.0,11000000,72778712,6.4,298,11.227087,0.06451612903225806,0,1.0,7.0,80283.0,92,Action,Comedy,Documentary
My Cousin Vinny,1992.0,11000000,64088552,7.3,384,19.231507,0.09090909090909091,0,1.0,7.6,141295.0,120,Comedy,Crime,
If I Stay,2014.0,11000000,78874843,7.3,1368,31.162838,0.27906976744186046,0,3.0,6.7,128438.0,107,Drama,Fantasy,Music
Major League,1989.0,11000000,49797148,6.6,217,7.559192,0.15789473684210525,0,1.0,7.2,76730.0,107,Comedy,Sport,
Phone Booth,2002.0,13000000,97837138,6.7,1062,38.018085,0.3333333333333333,0,1.0,7.1,286482.0,81,Crime,Thriller,
A Walk to Remember,2002.0,11000000,41227069,7.5,1018,33.283554,0.3870967741935484,0,3.0,7.3,222007.0,101,Drama,Romance,
Dead Man Walking,1995.0,11000000,39363635,7.3,337,15.864928,0.23809523809523808,0,3.0,7.5,101978.0,122,Crime,Drama,
Cruel Intentions,1999.0,10500000,75902208,6.6,827,23.449703,0.55,0,3.0,6.8,205720.0,97,Drama,Romance,
Saw VI,2009.0,11000000,68233629,6.0,722,31.900899,0.4411764705882353,0,3.0,6.0,125620.0,90,Horror,Mystery,Thriller
History of the World: Part I,1981.0,11000000,31672907,6.5,204,14.282314,0.2,0,1.0,6.8,55348.0,92,Comedy,History,Musical
The Secret Life of Bees,2008.0,11000000,38105395,7.4,158,7.645979,0.7272727272727273,1,,,,,,,
Corky Romano,2001.0,11000000,23978402,4.1,54,3.495758,0.13333333333333333,0,,,,,,,
Raising Cain,1992.0,12000000,37170057,5.9,65,7.558959,0.18181818181818182,0,,,,,,,
F.I.S.T.,1978.0,11,11,6.4,29,3.375208,0.07142857142857142,0,,,,,,,
Invaders from Mars,1986.0,12000000,4884663,5.5,57,4.234269,0.21428571428571427,0,,,,,,,
Brooklyn,2015.0,11000000,62076141,7.2,1213,39.337949,0.30434782608695654,0,3.0,7.5,150816.0,117,Drama,Romance,
Barry Lyndon,1975.0,11000000,20000000,7.7,505,29.543331,0.23529411764705882,0,1.0,8.1,183697.0,185,Adventure,Drama,War
Out Cold,2001.0,24000000,14782676,5.8,53,4.12064,0.2727272727272727,0,,,,,,,
The Ladies Man,2000.0,24000000,13700000,5.7,34,2.259537,0.2608695652173913,0,,,,,,,
Quartet,2012.0,11000000,59520298,6.3,139,7.722021,0.2857142857142857,0,3.0,6.8,21265.0,98,Comedy,Drama,Music
Tomcats,2001.0,11000000,23430766,4.9,74,7.063053,0.3333333333333333,0,,,,,,,
Frailty,2001.0,11000000,13110448,7.0,334,16.003958,0.15384615384615385,0,0.0,7.2,91670.0,100,Crime,Drama,Thriller
Woman in Gold,2015.0,11000000,61619773,7.3,440,21.204929,0.24242424242424243,0,3.0,7.3,63324.0,109,Biography,Drama,History
Slackers,2002.0,14000000,6413915,5.4,60,9.371811,0.4166666666666667,0,,,,,,,
What's Eating Gilbert Grape,1993.0,11000000,30000000,7.5,919,33.282794,0.28,0,,,,,,,
The Visual Bible: The Gospel of John,2003.0,10000000,4069090,8.2,12,3.208172,0.1111111111111111,0,,,,,,,
The Perez Family,1995.0,11000000,2832826,6.6,9,1.187671,0.42857142857142855,1,,,,,,,
Inside Llewyn Davis,2013.0,11000000,32935319,7.2,834,36.319205,0.2,0,1.0,7.4,163823.0,104,Drama,Music,
Return to the Blue Lagoon,1991.0,11000000,2807854,5.1,153,9.705589,0.2,0,,,,,,,
The Molly Maguires,1970.0,11000000,2200000,5.9,16,1.396985,0.2222222222222222,0,,,,,,,
Saw V,2008.0,10800000,113857533,5.9,820,32.943848,0.5,0,3.0,5.8,138000.0,92,Horror,Thriller,
Kabhi Alvida Naa Kehna,2006.0,7400000,17000000,6.1,42,3.246903,0.36363636363636365,0,,,,,,,
An Ideal Husband,1999.0,14000000,18535191,6.3,46,4.519523,0.5,0,,,,,,,
2001: A Space Odyssey,1968.0,10500000,68700000,7.9,2998,86.201184,0.08333333333333333,0,0.0,8.3,721593.0,149,Adventure,Sci-Fi,
E.T. the Extra-Terrestrial,1982.0,10500000,792910554,7.3,3269,56.105798,0.23076923076923078,0,,,,,,,
In the Land of Women,2007.0,10000000,17500000,5.8,160,12.792446,0.68,0,,,,,,,
There Goes My Baby,1994.0,10500000,123509,8.5,2,0.037073,0.4444444444444444,0,,,,,,,
For Greater Glory - The True Story of Cristiada,2012.0,12000000,9622846,6.4,35,5.759545,0.2,0,,,,,,,
Good Will Hunting,1997.0,10000000,225933435,7.9,2811,43.734886,0.0784313725490196,0,0.0,8.3,1073434.0,126,Drama,Romance,
Saw III,2006.0,10000000,163876815,6.1,1071,33.124871,0.46153846153846156,0,3.0,6.2,212985.0,108,Horror,Mystery,Thriller
Stripes,1981.0,10000000,85300000,6.5,249,10.892398,0.125,0,2.0,6.8,80206.0,106,Comedy,War,
Bring It On,2000.0,28000000,90449929,5.8,568,14.754281,0.5333333333333333,0,3.0,6.1,106198.0,98,Comedy,Romance,Sport
The Purge: Election Year,2016.0,10000000,118587880,6.1,1306,53.727146,0.10144927536231885,0,,,,,,,
She's All That,1999.0,10000000,103166989,5.7,418,8.9876,0.43478260869565216,0,,,,,,,
Saw IV,2007.0,10000000,139352633,5.9,903,29.244768,0.38095238095238093,0,3.0,5.9,165232.0,93,Horror,Mystery,Thriller
White Noise,2005.0,10000000,91196419,5.6,261,14.447723,0.35,0,1.0,5.5,50905.0,101,Drama,Horror,Mystery
Madea's Family Reunion,2006.0,6000000,57231524,6.0,77,5.882208,0.2702702702702703,0,,,,,,,
The Color of Money,1986.0,13800000,52293982,6.7,291,17.3393,0.08163265306122448,0,,,,,,,
The Longest Day,1962.0,10000000,50100000,7.2,234,19.524972,0.0410958904109589,0,,,,,,,
The Mighty Ducks,1992.0,10000000,50752337,6.4,198,8.932837,0.16666666666666666,0,,,,,,,
The Grudge,2004.0,10000000,183474602,5.8,865,35.695442,0.4666666666666667,0,,,,,,,
Happy Gilmore,1996.0,12000000,41205099,6.5,755,26.598884,0.058823529411764705,0,0.0,7.0,249821.0,92,Comedy,Sport,
Jeepers Creepers,2001.0,10000000,59217789,6.1,720,23.316208,0.25,0,3.0,6.2,143057.0,90,Horror,Mystery,
Bill & Ted's Excellent Adventure,1989.0,10000000,40485039,6.7,454,25.929893,0.18181818181818182,0,,,,,,,
Oliver!,1968.0,10000000,37402877,7.0,103,8.305998,0.3076923076923077,0,2.0,7.4,41503.0,153,Drama,Family,Musical
The Best Exotic Marigold Hotel,2011.0,10000000,136836156,6.9,459,21.258991,0.5263157894736842,0,,,,,,,
Recess: School's Out,2001.0,10000000,44460850,6.6,67,5.699058,0.2,0,,,,,,,
Mad Max Beyond Thunderdome,1985.0,12305523,36230219,5.9,748,36.582038,0.125,0,,,,,,,
Commando,1985.0,10000000,57500000,6.4,742,34.224204,0.21052631578947367,0,1.0,6.7,175392.0,90,Action,Adventure,Thriller
The Boy,2016.0,10000000,64188367,5.8,1102,38.179483,0.3,0,,,,,,,
Devil,2010.0,10000000,33583175,5.8,816,30.934688,0.1875,0,3.0,6.3,157309.0,80,Horror,Mystery,Thriller
Friday After Next,2002.0,20000000,33526835,6.0,100,7.499639,0.25,0,2.0,5.8,30277.0,85,Comedy,Drama,
Insidious: Chapter 3,2015.0,10000000,104303851,6.2,983,45.946524,0.21428571428571427,0,3.0,6.1,118976.0,97,Horror,Mystery,Thriller
The Last Dragon,1985.0,10000000,25754284,6.4,69,4.928777,0.18181818181818182,0,,,,,,,
The Lawnmower Man,1992.0,10000000,32101000,5.4,197,10.125029,0.18181818181818182,0,,,,,,,
Nick and Norah's Infinite Playlist,2008.0,9000000,32973937,6.4,379,20.452449,0.2608695652173913,0,,,,,,,
Dogma,1999.0,10000000,30652890,6.8,823,14.543435,0.24,0,3.0,7.3,229022.0,130,Adventure,Comedy,Drama
Twilight Zone: The Movie,1983.0,10000000,29450919,6.2,161,12.902975,0.2631578947368421,0,,,,,,,
Road House,1989.0,15000000,30050028,6.3,252,6.216203,0.39285714285714285,0,1.0,6.7,101988.0,114,Action,Thriller,
A Low Down Dirty Shame,1994.0,10000000,29392418,6.0,31,3.290639,0.2,0,,,,,,,
Swimfan,2002.0,8500000,34411240,5.0,70,4.844451,0.15625,0,,,,,,,
Employee of the Month,2006.0,12000000,38368909,5.3,153,9.559737,0.13333333333333333,0,,,,,,,
Can't Hardly Wait,1998.0,10000000,25605015,6.1,122,11.350382,0.5,1,,,,,,,
The Outsiders,1983.0,10000000,33697647,6.9,291,13.455373,0.1875,0,,,,,,,
Pete's Dragon,2016.0,65000000,143695338,6.2,679,31.974359,0.09523809523809523,0,,,,,,,
The Dead Zone,1983.0,10000000,20766616,6.9,311,16.78512,0.25,0,,,,,,,
Sinister 2,2015.0,10000000,52882018,5.4,581,26.090495,0.09090909090909091,0,,,,,,,
Sparkle,2012.0,14000000,24637469,5.8,36,2.698185,0.4,0,3.0,5.7,6665.0,116,Drama,Music,
The Fourth Kind,2009.0,10000000,42333295,5.8,441,22.888173,0.18181818181818182,0,,,,,,,
Rushmore,1998.0,9000000,17096053,7.5,676,18.289303,0.3076923076923077,0,3.0,7.6,198398.0,93,Comedy,Drama,Romance
Skyline,2010.0,10000000,66821036,4.7,507,26.268209,0.3076923076923077,0,3.0,4.5,92247.0,92,Action,Sci-Fi,Thriller
The Second Best Exotic Marigold Hotel,2015.0,10000000,85978266,6.3,272,17.592299,0.5714285714285714,0,,,,,,,
Mo' Better Blues,1990.0,10000000,16153593,6.3,47,3.079862,0.14285714285714285,0,,,,,,,
Tremors,1990.0,11000000,48572000,6.6,864,32.579697,0.3333333333333333,0,3.0,7.1,151107.0,96,Comedy,Horror,
Wrong Turn,2003.0,12600000,28650575,6.0,635,33.555764,0.3,0,3.0,6.1,132068.0,84,Horror,Thriller,
The Long Riders,1980.0,10000000,15795189,6.6,50,2.959547,0.13333333333333333,0,,,,,,,
The Corruptor,1999.0,25000000,15156200,6.0,57,4.068107,0.08333333333333333,0,,,,,,,
Mud,2013.0,10000000,21587700,7.0,1068,17.663353,0.15384615384615385,0,1.0,7.4,189210.0,130,Adventure,Drama,
Reno 911!: Miami,2007.0,10000000,20342161,5.6,72,4.207456,0.14285714285714285,0,,,,,,,
My Week with Marilyn,2011.0,6400000,35057696,6.6,406,21.006078,0.375,0,3.0,6.9,89661.0,99,Biography,Drama,
The Matador,2005.0,10000000,17297244,6.2,136,5.647538,0.1,0,,,,,,,
The Gift,2015.0,5000000,58978653,6.7,1049,27.247013,0.3684210526315789,0,,,,,,,
Office Space,1999.0,10000000,12827813,7.4,1050,18.366362,0.1935483870967742,0,1.0,7.6,288456.0,89,Comedy,,
Drop Dead Gorgeous,1999.0,10000000,10571408,6.4,86,6.736274,0.631578947368421,0,3.0,6.7,40992.0,97,Comedy,Romance,Thriller
Big Eyes,2014.0,10000000,28883511,6.8,1196,28.570174,0.39473684210526316,0,3.0,7.0,99302.0,106,Biography,Crime,Drama
Very Bad Things,1998.0,30000000,9898412,6.2,179,5.671691,0.1,0,,,,,,,
Body Double,1984.0,10000000,8801940,6.4,137,9.525626,0.4117647058823529,0,2.0,6.8,38477.0,114,Crime,Drama,Mystery
MacGruber,2010.0,10000000,6110000,5.1,179,14.038512,0.13043478260869565,0,1.0,5.6,47477.0,90,Action,Comedy,
Movie 43,2013.0,6000000,32438988,4.4,797,35.350303,0.21904761904761905,1,,,,,,,
Seeking a Friend for the End of the World,2012.0,10000000,9636289,6.3,700,30.863082,0.35135135135135137,1,1.0,6.7,118944.0,101,Adventure,Comedy,Drama
American History X,1998.0,20000000,23875127,8.2,3016,73.567232,0.11320754716981132,0,2.0,8.5,1189204.0,119,Crime,Drama,
The Red Violin,1998.0,18000000,9495408,7.3,99,6.18869,0.13793103448275862,0,,,,,,,
Bad Words,2013.0,9500000,7800000,6.4,334,14.105392,0.45454545454545453,0,2.0,6.6,55497.0,89,Comedy,Drama,
"Run, Fatboy, Run",2007.0,10000000,33000000,6.2,238,14.905357,0.2,0,1.0,6.5,69894.0,100,Comedy,Romance,Sport
Heartbeeps,1981.0,10000000,2154696,3.8,6,0.518056,0.36363636363636365,0,,,,,,,
Black or White,2014.0,9000000,21571189,6.5,115,12.172131,0.25,0,,,,,,,
Rescue Dawn,2006.0,10000000,7177143,6.9,336,17.078656,0.0,0,,,,,,,
Danny Collins,2015.0,10000000,10835752,6.6,183,16.318608,0.4444444444444444,0,,,,,,,
"Jeff, Who Lives at Home",2011.0,10000000,4417580,6.1,217,10.409155,0.5,0,3.0,6.4,65614.0,83,Comedy,Drama,
Romeo Is Bleeding,1993.0,11500000,3275585,5.7,36,4.850402,0.17647058823529413,0,,,,,,,
The Limey,1999.0,10000000,3193102,6.6,105,8.902102,0.2857142857142857,0,,,,,,,
Crash,2004.0,6500000,98410061,7.2,1149,28.223163,0.25,0,3.0,7.7,449691.0,112,Crime,Drama,Thriller
The House of Mirth,2000.0,10000000,5164404,6.4,25,3.007816,0.6153846153846154,0,,,,,,,
The Forest,2016.0,10000000,40055439,4.8,448,19.865989,0.06451612903225806,0,,,,,,,
Sphinx,1981.0,14000000,439564,6.0,2,0.310513,0.16666666666666666,0,,,,,,,
While We're Young,2015.0,10000000,7587485,5.8,383,19.263477,0.25,0,,,,,,,
A Better Life,2011.0,10000000,1759252,7.0,54,4.123533,0.25,0,,,,,,,
Gun Shy,2000.0,10000000,1631839,5.4,24,3.988432,0.25,0,,,,,,,
The Iceman,2012.0,20000000,1969193,6.4,365,19.494703,0.225,0,,,,,,,
Killer Joe,2011.0,10000000,3665069,6.5,425,16.436178,0.23076923076923078,0,,,,,,,
The Joneses,2009.0,10000000,7022728,6.1,210,14.979375,0.5833333333333334,0,,,,,,,
My Blueberry Nights,2007.0,10000000,21786738,6.0,190,10.733761,0.21428571428571427,0,3.0,6.6,56599.0,95,Drama,Romance,
Swept Away,2002.0,10000000,598645,4.8,50,4.570043,0.5,0,,,,,,,
"War, Inc.",2008.0,5000000,1296184,5.6,86,6.265659,0.13043478260869565,0,,,,,,,
Coriolanus,2011.0,7700000,1072602,5.9,131,7.554799,0.2857142857142857,0,2.0,6.1,33553.0,123,Drama,Thriller,War
World's Greatest Dad,2009.0,10000000,295750,6.5,177,9.805551,0.17857142857142858,0,,,,,,,
"An Alan Smithee Film: Burn, Hollywood, Burn",1998.0,10000000,45779,3.0,9,0.666218,0.2857142857142857,0,,,,,,,
Strangerland,2015.0,10000000,17472,5.1,83,5.145655,0.1,0,,,,,,,
Janky Promoters,2009.0,10000000,9069,7.0,5,1.728816,0.3076923076923077,0,,,,,,,
Of Horses and Men,2013.0,10,11,6.9,26,1.617943,0.125,0,,,,,,,
Nurse 3-D,2013.0,10,10000000,4.9,119,10.013629,0.3333333333333333,0,,,,,,,
Adventureland,2009.0,9500000,17164377,6.4,737,19.978021,0.29411764705882354,0,3.0,6.8,169518.0,107,Comedy,Drama,Romance
The Lost City,2005.0,9600000,4386236,6.0,24,3.588529,0.13333333333333333,0,,,,,,,
Next Friday,2000.0,11000000,59827328,6.4,135,9.337388,0.23529411764705882,0,2.0,6.1,44208.0,98,Comedy,,
You Only Live Twice,1967.0,9500000,111584787,6.5,531,28.675891,0.3125,0,1.0,6.8,117823.0,117,Action,Adventure,Thriller
Amour,2012.0,8900000,19839492,7.5,400,17.151293,0.25,0,3.0,7.9,105892.0,127,Drama,,
Poltergeist III,1988.0,10500000,14144000,4.5,123,11.225044,0.5,0,3.0,4.7,20551.0,98,Horror,Thriller,
"It's a Mad, Mad, Mad, Mad World",1963.0,9400000,60000000,7.0,140,14.562991,0.1320754716981132,0,,,,,,,
Volver,2006.0,12899867,85582407,7.3,406,19.747809,0.32,0,3.0,7.6,107680.0,121,Comedy,Drama,
Melancholia,2011.0,7400000,21817298,7.0,885,36.173598,0.25,0,3.0,7.1,196435.0,135,Drama,Sci-Fi,
