title,year,budget,revenue,vote_average,vote_count,popularity,female_ratio,female_director,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Avatar,2009.0,237000000,2787965087,7.2,11800,150.437577,0.14457831325301204,0,3.0,7.9,1389834.0,162,Action,Adventure,Fantasy
Pirates of the Caribbean: At World's End,2007.0,300000000,961000000,6.9,4500,139.082615,0.14705882352941177,0,,,,,,,
Spectre,2015.0,245000000,880674609,6.3,4466,107.376788,0.1566265060240964,0,1.0,6.8,467291.0,148,Action,Adventure,Thriller
The Dark Knight Rises,2012.0,250000000,1084939099,7.6,9106,112.31295,0.06962025316455696,0,,,,,,,
John Carter,2012.0,260000000,284139100,6.1,2124,43.926995,0.2222222222222222,0,3.0,6.6,286786.0,132,Action,Adventure,Sci-Fi
Spider-Man 3,2007.0,258000000,890871626,5.9,3576,115.699814,0.3916083916083916,0,2.0,6.3,639892.0,139,Action,Adventure,Sci-Fi
Tangled,2010.0,260000000,591794936,7.4,3330,48.681969,0.15384615384615385,0,3.0,7.7,496152.0,100,Adventure,Animation,Comedy
Avengers: Age of Ultron,2015.0,280000000,1405403694,7.3,6767,134.279229,0.1527777777777778,0,3.0,7.3,924400.0,141,Action,Adventure,Sci-Fi
Harry Potter and the Half-Blood Prince,2009.0,250000000,933959197,7.4,5293,98.885637,0.3469387755102041,0,3.0,7.6,597439.0,153,Action,Adventure,Family
Batman v Superman: Dawn of Justice,2016.0,250000000,873260194,5.7,7004,155.790452,0.2631578947368421,0,2.0,6.5,753727.0,151,Action,Adventure,Sci-Fi
Superman Returns,2006.0,270000000,391081192,5.4,1400,57.925623,0.2777777777777778,0,1.0,6.1,291668.0,154,Action,Adventure,Sci-Fi
Quantum of Solace,2008.0,200000000,586090727,6.1,2965,107.928811,0.21875,0,1.0,6.5,471701.0,106,Action,Adventure,Mystery
Pirates of the Caribbean: Dead Man's Chest,2006.0,200000000,1065659812,7.0,5246,145.847379,0.12121212121212122,0,,,,,,,
The Lone Ranger,2013.0,255000000,89289910,5.9,2311,49.046956,0.1,0,,,,,,,
Man of Steel,2013.0,225000000,662845518,6.5,6359,99.398009,0.24242424242424243,0,3.0,7.1,813396.0,143,Action,Adventure,Sci-Fi
The Chronicles of Narnia: Prince Caspian,2008.0,225000000,419651413,6.3,1630,53.978602,0.23809523809523808,0,,,,,,,
The Avengers,2012.0,220000000,1519557910,7.4,11776,144.448633,0.24347826086956523,0,,,,,,,
Pirates of the Caribbean: On Stranger Tides,2011.0,380000000,1045713802,6.4,4948,135.413856,0.08571428571428572,0,1.0,6.6,565859.0,136,Action,Adventure,Fantasy
Men in Black 3,2012.0,225000000,624026776,6.2,4160,52.035179,0.2222222222222222,0,,,,,,,
The Hobbit: The Battle of the Five Armies,2014.0,250000000,956019788,7.1,4760,120.965743,0.11904761904761904,0,,,,,,,
The Amazing Spider-Man,2012.0,215000000,752215857,6.5,6586,89.866276,0.3157894736842105,0,,,,,,,
Robin Hood,2010.0,200000000,310669540,6.2,1398,37.668301,0.14705882352941177,0,3.0,6.6,283827.0,140,Action,Adventure,Drama
The Hobbit: The Desolation of Smaug,2013.0,250000000,958400000,7.6,4524,94.370564,0.125,0,,,,,,,
The Golden Compass,2007.0,180000000,372234864,5.8,1303,42.990906,0.27586206896551724,0,,,,,,,
King Kong,2005.0,207000000,550000000,6.6,2337,61.22601,0.030303030303030304,0,0.0,7.2,448245.0,187,Action,Adventure,Romance
Titanic,1997.0,200000000,1845034188,7.5,7562,100.025899,0.22058823529411764,0,3.0,7.9,1285217.0,194,Drama,Romance,
Captain America: Civil War,2016.0,250000000,1153304495,7.1,7241,198.372395,0.09,0,3.0,7.8,852741.0,147,Action,Sci-Fi,
Battleship,2012.0,209000000,303025485,5.5,2114,64.928382,0.10869565217391304,0,1.0,5.8,257754.0,131,Action,Adventure,Sci-Fi
Jurassic World,2015.0,150000000,1513528810,6.5,8662,418.708552,0.2857142857142857,0,3.0,6.9,681366.0,124,Action,Adventure,Sci-Fi
Skyfall,2012.0,200000000,1108561013,6.9,7604,93.004993,0.25,0,3.0,7.8,732445.0,143,Action,Adventure,Thriller
Spider-Man 2,2004.0,200000000,783766341,6.7,4321,35.149586,0.21052631578947367,0,1.0,7.5,711376.0,127,Action,Adventure,Sci-Fi
Iron Man 3,2013.0,200000000,1215439994,6.8,8806,77.68208,0.11214953271028037,0,3.0,7.1,901438.0,130,Action,Adventure,Sci-Fi
Alice in Wonderland,2010.0,200000000,1025491110,6.4,4645,78.530105,0.45714285714285713,0,3.0,6.4,442028.0,108,Adventure,Family,Fantasy
X-Men: The Last Stand,2006.0,210000000,459359555,6.3,3525,3.857526,0.3125,0,3.0,6.6,542133.0,104,Action,Adventure,Sci-Fi
Monsters University,2013.0,200000000,743559607,7.0,3528,89.186492,0.25,0,1.0,7.2,391310.0,104,Adventure,Animation,Comedy
Transformers: Revenge of the Fallen,2009.0,150000000,836297228,6.0,3138,21.939663,0.16216216216216217,0,3.0,6.0,429448.0,149,Action,Adventure,Sci-Fi
Transformers: Age of Extinction,2014.0,210000000,1091405097,5.8,3095,116.840296,0.14634146341463414,0,3.0,5.6,332266.0,165,Action,Adventure,Sci-Fi
Oz: The Great and Powerful,2013.0,200000000,491868548,5.7,3530,46.985445,0.20754716981132076,0,,,,,,,
The Amazing Spider-Man 2,2014.0,200000000,705717432,6.5,4179,89.270217,0.16923076923076924,0,,,,,,,
TRON: Legacy,2010.0,170000000,400062763,6.3,2841,73.79505,0.2608695652173913,0,,,,,,,
Cars 2,2011.0,200000000,559852396,5.8,2033,49.98659,0.1276595744680851,0,2.0,6.2,219103.0,106,Adventure,Animation,Comedy
Green Lantern,2011.0,200000000,219851172,5.1,2487,51.872839,0.2608695652173913,0,1.0,5.5,296513.0,114,Action,Adventure,Sci-Fi
Toy Story 3,2010.0,200000000,1066969703,7.6,4597,59.995418,0.2222222222222222,0,3.0,8.3,894740.0,103,Adventure,Animation,Comedy
Terminator Salvation,2009.0,200000000,371353001,5.9,2463,71.862892,0.3333333333333333,0,2.0,6.5,378120.0,115,Action,Adventure,Sci-Fi
Furious 7,2015.0,190000000,1506249360,7.3,4176,102.322217,0.21153846153846154,0,3.0,7.1,415690.0,137,Action,Crime,Thriller
World War Z,2013.0,200000000,531865000,6.7,5560,81.834855,0.22727272727272727,0,3.0,7.0,721994.0,116,Action,Adventure,Horror
X-Men: Days of Future Past,2014.0,250000000,747862775,7.5,6032,118.078691,0.1076923076923077,0,1.0,7.9,746986.0,132,Action,Adventure,Sci-Fi
Star Trek Into Darkness,2013.0,190000000,467365246,7.4,4418,78.291018,0.12244897959183673,0,1.0,7.7,497596.0,132,Action,Adventure,Sci-Fi
Jack the Giant Slayer,2013.0,195000000,197687603,5.5,2598,43.349855,0.08695652173913043,0,0.0,6.3,147344.0,114,Action,Adventure,Fantasy
The Great Gatsby,2013.0,105000000,351040419,7.3,3769,61.196071,0.12903225806451613,0,,,,,,,
Prince of Persia: The Sands of Time,2010.0,150000000,335154643,6.2,2317,62.169881,0.07692307692307693,0,0.0,6.6,304629.0,116,Action,Adventure,Fantasy
Pacific Rim,2013.0,180000000,407602906,6.7,4794,56.523205,0.023255813953488372,0,1.0,6.9,532217.0,131,Action,Adventure,Sci-Fi
Transformers: Dark of the Moon,2011.0,195000000,1123746996,6.1,3299,28.529607,0.10256410256410256,0,3.0,6.2,432985.0,154,Action,Adventure,Sci-Fi
Indiana Jones and the Kingdom of the Crystal Skull,2008.0,185000000,786636033,5.7,2495,75.674458,0.05263157894736842,0,1.0,6.2,492348.0,122,Action,Adventure,
The Good Dinosaur,2015.0,175000000,331926147,6.6,1736,51.692953,0.10526315789473684,0,,,,,,,
Brave,2012.0,185000000,538983207,6.7,4641,125.114374,0.2,1,3.0,7.1,443587.0,93,Adventure,Animation,Comedy
Star Trek Beyond,2016.0,185000000,343471816,6.6,2568,65.352913,0.21212121212121213,0,1.0,7.0,259003.0,122,Action,Adventure,Sci-Fi
WALL·E,2008.0,180000000,521311860,7.8,6296,66.390712,0.20689655172413793,0,,,,,,,
Rush Hour 3,2007.0,140000000,258022233,6.1,783,22.57178,0.2777777777777778,0,1.0,6.2,183915.0,91,Action,Comedy,Crime
2012,2009.0,200000000,769653595,5.6,4903,45.274225,0.2692307692307692,0,1.0,5.8,398732.0,158,Action,Adventure,Sci-Fi
A Christmas Carol,2009.0,200000000,325233863,6.6,1095,39.744242,0.2222222222222222,0,,,,,,,
Jupiter Ascending,2015.0,176000003,183987723,5.2,2768,85.36908,0.16666666666666666,1,3.0,5.3,194848.0,127,Action,Adventure,Sci-Fi
The Legend of Tarzan,2016.0,180000000,356743061,5.5,2430,42.741719,0.11764705882352941,0,,,,,,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005.0,180000000,748806957,6.7,2629,67.391328,0.2916666666666667,0,,,,,,,
X-Men: Apocalypse,2016.0,178000000,543934787,6.4,4721,139.272042,0.11578947368421053,0,3.0,6.9,462420.0,144,Action,Adventure,Sci-Fi
The Dark Knight,2008.0,185000000,1004558444,8.2,12002,187.322927,0.05223880597014925,0,,,,,,,
Up,2009.0,175000000,735099082,7.7,6870,92.201962,0.0,0,1.0,8.3,1128246.0,96,Adventure,Animation,Comedy
Monsters vs Aliens,2009.0,175000000,381509870,6.0,1423,36.167578,0.21428571428571427,0,3.0,6.4,176574.0,94,Action,Adventure,Animation
Iron Man,2008.0,140000000,585174222,7.4,8776,120.725053,0.1839080459770115,0,2.0,7.9,1127969.0,126,Action,Adventure,Sci-Fi
Hugo,2011.0,170000000,185770160,7.0,2141,32.319043,0.14285714285714285,0,3.0,7.5,337304.0,126,Adventure,Drama,Family
Wild Wild West,1999.0,170000000,222104681,5.1,1020,40.748915,0.27586206896551724,0,2.0,4.9,167498.0,106,Action,Comedy,Sci-Fi
The Mummy: Tomb of the Dragon Emperor,2008.0,145000000,401128639,5.2,1387,60.034162,0.2,0,,,,,,,
Suicide Squad,2016.0,175000000,745000000,5.9,7458,90.23792,0.15625,0,3.0,5.9,723509.0,123,Action,Adventure,Fantasy
Evan Almighty,2007.0,175000000,173000000,5.3,1151,27.082182,0.16666666666666666,0,,,,,,,
Edge of Tomorrow,2014.0,178000000,370541256,7.6,4858,79.456485,0.125,0,1.0,7.9,739435.0,113,Action,Adventure,Sci-Fi
Waterworld,1995.0,175000000,264218220,5.9,992,44.640292,0.2,0,2.0,6.3,210502.0,135,Action,Adventure,Sci-Fi
G.I. Joe: The Rise of Cobra,2009.0,175000000,302469017,5.6,1962,32.852443,0.13043478260869565,0,1.0,5.7,215244.0,118,Action,Adventure,Sci-Fi
Inside Out,2015.0,175000000,857611174,8.0,6560,128.655964,0.18461538461538463,0,3.0,8.1,788584.0,95,Adventure,Animation,Comedy
The Jungle Book,2016.0,175000000,966550600,6.7,2892,94.199316,0.1,0,,,,,,,
Iron Man 2,2010.0,200000000,623933331,6.6,6849,77.300194,0.16521739130434782,0,3.0,6.9,870903.0,124,Action,Sci-Fi,
Snow White and the Huntsman,2012.0,170000000,396600000,5.8,3118,77.178973,0.2222222222222222,0,3.0,6.1,302910.0,127,Action,Adventure,Biography
Maleficent,2014.0,180000000,758539785,7.0,4496,110.620647,0.17073170731707318,0,3.0,6.9,401054.0,97,Action,Adventure,Drama
Dawn of the Planet of the Apes,2014.0,170000000,710644566,7.3,4410,243.791743,0.15151515151515152,0,1.0,7.6,478650.0,130,Action,Adventure,Drama
47 Ronin,2013.0,175000000,150962475,5.9,1326,41.796339,0.125,0,2.0,6.2,171554.0,128,Action,Drama,Fantasy
Captain America: The Winter Soldier,2014.0,170000000,714766572,7.6,5764,72.225265,0.14285714285714285,0,3.0,7.7,901320.0,136,Action,Adventure,Sci-Fi
Shrek Forever After,2010.0,165000000,752600867,6.0,1959,44.041186,0.2857142857142857,0,1.0,6.3,225356.0,93,Adventure,Animation,Comedy
Tomorrowland,2015.0,190000000,209154322,6.2,2846,130.311355,0.11538461538461539,0,3.0,6.4,191706.0,130,Action,Adventure,Family
Big Hero 6,2014.0,165000000,652105443,7.8,6135,203.73459,0.17391304347826086,0,3.0,7.8,504093.0,102,Action,Adventure,Animation
Wreck-It Ralph,2012.0,165000000,471222889,7.1,4570,62.341073,0.24242424242424243,0,3.0,7.7,459792.0,101,Adventure,Animation,Comedy
The Polar Express,2004.0,165000000,305875730,6.4,1474,47.323228,0.3,0,,,,,,,
Independence Day: Resurgence,2016.0,165000000,389681935,4.9,2491,48.775723,0.19402985074626866,0,3.0,5.2,189061.0,120,Action,Adventure,Sci-Fi
How to Train Your Dragon,2010.0,165000000,494878759,7.5,4227,67.263269,0.23076923076923078,0,3.0,8.1,803030.0,98,Action,Adventure,Animation
Terminator 3: Rise of the Machines,2003.0,200000000,435000000,5.9,2143,69.405188,0.35714285714285715,0,3.0,6.3,419228.0,109,Action,Sci-Fi,
Guardians of the Galaxy,2014.0,170000000,773328629,7.9,9742,481.098624,0.125,0,3.0,8.0,1276437.0,121,Action,Adventure,Comedy
Interstellar,2014.0,165000000,675120017,8.1,10867,724.247784,0.25,0,3.0,8.7,2111636.0,169,Adventure,Drama,Sci-Fi
Inception,2010.0,160000000,825532764,8.1,13752,167.58371,0.2413793103448276,0,3.0,8.8,2559558.0,148,Action,Adventure,Sci-Fi
Shin Godzilla,2016.0,15000000,77000000,6.5,143,9.476999,0.10204081632653061,0,1.0,6.8,37156.0,120,Action,Drama,Horror
The Hobbit: An Unexpected Journey,2012.0,250000000,1021103568,7.0,8297,108.849621,0.03333333333333333,0,,,,,,,
The Fast and the Furious,2001.0,38000000,207283925,6.6,3428,6.909942,0.1,0,,,,,,,
The Curious Case of Benjamin Button,2008.0,150000000,333932083,7.3,3292,60.269279,0.4594594594594595,0,,,,,,,
X-Men: First Class,2011.0,160000000,353624124,7.1,5181,3.195174,0.1951219512195122,0,3.0,7.7,725359.0,131,Action,Sci-Fi,
The Hunger Games: Mockingjay - Part 2,2015.0,160000000,653428261,6.6,3984,127.284427,0.37254901960784315,0,,,,,,,
The Sorcerer's Apprentice,2010.0,150000000,215283742,5.8,1470,35.580815,0.2857142857142857,0,,,,,,,
Poseidon,2006.0,160000000,181674817,5.5,583,21.133748,0.2857142857142857,0,2.0,5.7,110581.0,98,Action,Adventure,Thriller
Alice Through the Looking Glass,2016.0,170000000,299370084,6.5,1725,56.268916,0.336734693877551,0,3.0,6.2,122716.0,113,Adventure,Family,Fantasy
Shrek the Third,2007.0,160000000,798958165,6.0,2278,42.986467,0.21951219512195122,0,3.0,6.1,333600.0,93,Adventure,Animation,Comedy
Warcraft,2016.0,160000000,433677183,6.3,2268,63.148529,0.2127659574468085,0,3.0,6.7,279491.0,123,Action,Adventure,Fantasy
Terminator Genisys,2015.0,155000000,440603537,5.8,3631,202.042635,0.15625,0,0.0,6.3,293099.0,126,Action,Adventure,Sci-Fi
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010.0,155000000,415686217,6.2,1514,49.661984,0.21052631578947367,0,,,,,,,
Pearl Harbor,2001.0,140000000,449220945,6.6,1791,34.20669,0.06930693069306931,0,2.0,6.2,352692.0,183,Action,Drama,Romance
Transformers,2007.0,150000000,709709780,6.6,4040,25.468493,0.15789473684210525,0,3.0,7.0,676647.0,144,Action,Adventure,Sci-Fi
Alexander,2004.0,155000000,167298192,5.6,927,39.019229,0.23529411764705882,0,1.0,5.6,176913.0,175,Action,Biography,Drama
Harry Potter and the Order of the Phoenix,2007.0,150000000,938212738,7.4,5494,78.144395,0.2,0,3.0,7.5,635173.0,138,Action,Adventure,Family
Harry Potter and the Goblet of Fire,2005.0,150000000,895921036,7.5,5608,101.250416,0.18461538461538463,0,1.0,7.7,683545.0,157,Adventure,Family,Fantasy
Hancock,2008.0,150000000,624029371,6.2,2961,56.758411,0.18181818181818182,0,0.0,6.4,513002.0,92,Action,Comedy,Drama
I Am Legend,2007.0,150000000,585349010,6.9,4853,70.867401,0.46153846153846156,0,3.0,7.2,817368.0,101,Action,Drama,Horror
Charlie and the Chocolate Factory,2005.0,150000000,474968763,6.7,3624,53.905592,0.28125,0,3.0,6.7,530788.0,115,Adventure,Comedy,Family
Ratatouille,2007.0,150000000,623722818,7.5,4369,65.677399,0.08695652173913043,0,1.0,8.1,828758.0,111,Adventure,Animation,Comedy
Batman Begins,2005.0,150000000,374218673,7.5,7359,115.040024,0.12389380530973451,0,1.0,8.2,1583129.0,140,Action,Crime,Drama
Madagascar: Escape 2 Africa,2008.0,150000000,603900354,6.2,1810,44.141021,0.16666666666666666,0,,,,,,,
Night at the Museum: Battle of the Smithsonian,2009.0,150000000,413106170,5.9,1971,81.781591,0.07142857142857142,0,1.0,6.0,213323.0,105,Adventure,Comedy,Family
X-Men Origins: Wolverine,2009.0,150000000,373062864,6.2,4021,5.954334,0.1111111111111111,0,3.0,6.5,532144.0,107,Action,Sci-Fi,
The Matrix Revolutions,2003.0,150000000,424988211,6.4,3096,73.313918,0.2727272727272727,1,,,,,,,
Frozen,2013.0,150000000,1274219009,7.3,5295,165.125366,0.25,1,3.0,7.4,665453.0,102,Adventure,Animation,Comedy
The Matrix Reloaded,2003.0,150000000,738599701,6.7,3443,70.78591,0.12162162162162163,1,,,,,,,
Thor: The Dark World,2013.0,170000000,644571402,6.8,4755,99.499595,0.16279069767441862,0,3.0,6.8,726800.0,112,Action,Adventure,Fantasy
Mad Max: Fury Road,2015.0,150000000,378858340,7.2,9427,434.278564,0.21666666666666667,0,3.0,8.1,1095868.0,120,Action,Adventure,Sci-Fi
Angels & Demons,2009.0,150000000,356613439,6.5,2129,67.447636,0.06382978723404255,0,,,,,,,
Thor,2011.0,150000000,449326618,6.6,6525,86.493424,0.15625,0,3.0,7.0,902655.0,115,Action,Fantasy,
Bolt,2008.0,150000000,309979994,6.3,1750,41.845878,0.25,0,3.0,6.8,229617.0,96,Adventure,Animation,Comedy
G-Force,2009.0,150000000,292817841,5.1,510,26.710398,0.14285714285714285,0,1.0,5.1,50129.0,88,Action,Adventure,Animation
Wrath of the Titans,2012.0,150000000,301000000,5.5,1431,44.927635,0.16666666666666666,0,1.0,5.7,195811.0,99,Action,Adventure,Fantasy
Dark Shadows,2012.0,150000000,245527149,5.7,2320,50.306728,0.32,0,3.0,6.2,280928.0,113,Comedy,Fantasy,Horror
Mission: Impossible - Rogue Nation,2015.0,150000000,682330139,7.1,3224,114.522237,0.08,0,0.0,7.4,412009.0,131,Action,Adventure,Thriller
Bee Movie,2007.0,150000000,287594577,5.7,1171,29.332905,0.2,0,1.0,6.1,180461.0,91,Adventure,Animation,Comedy
Kung Fu Panda 2,2011.0,150000000,665692281,6.7,1880,51.247321,0.15625,1,3.0,7.3,322351.0,90,Action,Adventure,Animation
The Last Airbender,2010.0,150000000,318502923,4.7,1151,33.769336,0.19047619047619047,0,,,,,,,
Mission: Impossible III,2006.0,150000000,397850012,6.5,2028,63.079003,0.38461538461538464,0,1.0,6.9,391602.0,126,Action,Adventure,Thriller
White House Down,2013.0,150000000,205366737,6.4,1891,39.004588,0.23809523809523808,0,2.0,6.3,236788.0,131,Action,Drama,Thriller
Mars Needs Moms,2011.0,150000000,38992758,5.5,199,12.362599,0.3333333333333333,0,3.0,5.4,24020.0,88,Action,Adventure,Animation
Flushed Away,2006.0,149000000,64459316,6.0,874,22.550135,0.26666666666666666,0,0.0,6.6,139092.0,85,Action,Adventure,Animation
Pan,2015.0,150000000,128388320,5.9,954,48.03528,0.21052631578947367,0,1.0,5.7,67234.0,111,Action,Adventure,Comedy
Mr. Peabody & Sherman,2014.0,145000000,272912430,6.7,843,38.73494,0.19607843137254902,0,,,,,,,
Troy,2004.0,175000000,497409852,6.9,2759,66.803149,0.15,0,1.0,7.3,572306.0,163,Adventure,Drama,
Madagascar 3: Europe's Most Wanted,2012.0,145000000,746921274,6.4,1808,44.989192,0.3333333333333333,0,,,,,,,
Die Another Day,2002.0,140000000,431971116,5.8,1092,54.159392,0.23809523809523808,0,2.0,6.1,229497.0,133,Action,Adventure,Thriller
Ghostbusters,2016.0,144000000,229147509,5.3,2142,66.21806,0.21333333333333335,0,3.0,6.8,247168.0,117,Action,Comedy,Fantasy
Armageddon,1998.0,140000000,553799566,6.4,2482,58.485967,0.14925373134328357,0,1.0,6.7,451851.0,151,Action,Adventure,Sci-Fi
Men in Black II,2002.0,140000000,441818803,6.0,3114,91.332849,0.08695652173913043,0,1.0,6.2,404816.0,88,Action,Adventure,Comedy
Beowulf,2007.0,70000000,195735876,5.5,841,35.601665,0.26666666666666666,0,3.0,6.3,174361.0,115,Action,Adventure,Animation
Kung Fu Panda 3,2016.0,145000000,521170825,6.7,1603,56.747978,0.08823529411764706,1,3.0,7.1,190561.0,95,Action,Adventure,Animation
Mission: Impossible - Ghost Protocol,2011.0,145000000,694713380,6.8,3972,77.77477,0.25,0,1.0,7.4,529434.0,132,Action,Adventure,Thriller
Rise of the Guardians,2012.0,145000000,306941670,7.1,1922,61.788035,0.0625,0,1.0,7.2,193042.0,97,Action,Adventure,Animation
Fun with Dick and Jane,2005.0,100000000,202026112,5.9,627,25.159168,0.3333333333333333,0,3.0,6.2,154629.0,90,Comedy,Crime,
The Last Samurai,2003.0,140000000,456758981,7.3,1895,52.341226,0.02127659574468085,0,,,,,,,
Exodus: Gods and Kings,2014.0,140000000,268031828,5.6,1921,101.599427,0.20833333333333334,0,2.0,6.0,179563.0,150,Action,Adventure,Drama
Star Trek,2009.0,150000000,385680446,7.4,4518,73.616808,0.13095238095238096,0,3.0,7.9,621046.0,127,Action,Adventure,Sci-Fi
Spider-Man,2002.0,139000000,821708551,6.8,5265,82.502566,0.19718309859154928,0,1.0,7.4,882732.0,121,Action,Adventure,Sci-Fi
How to Train Your Dragon 2,2014.0,145000000,609123048,7.6,3106,100.21391,0.17647058823529413,0,1.0,7.8,365030.0,102,Action,Adventure,Animation
Gods of Egypt,2016.0,140000000,150680864,5.3,1277,56.257249,0.14634146341463414,0,2.0,5.4,126244.0,127,Action,Adventure,Drama
Stealth,2005.0,135000000,76932943,4.9,331,17.88953,0.17391304347826086,0,1.0,5.1,56334.0,121,Action,Adventure,Sci-Fi
Watchmen,2009.0,130000000,185258983,7.0,2811,64.798873,0.17142857142857143,0,3.0,7.6,583888.0,162,Action,Drama,Mystery
Lethal Weapon 4,1998.0,140000000,285444603,6.3,767,24.855701,0.3333333333333333,0,1.0,6.6,172543.0,127,Action,Crime,Thriller
Hulk,2003.0,137000000,245360480,5.3,1533,34.981698,0.25,0,1.0,5.6,279041.0,138,Action,Sci-Fi,
G.I. Joe: Retaliation,2013.0,130000000,371876278,5.4,3025,59.325589,0.1,0,3.0,5.7,187558.0,110,Action,Adventure,Sci-Fi
Sahara,2005.0,130000000,119269486,5.7,434,21.605568,0.125,0,,,,,,,
Final Fantasy: The Spirits Within,2001.0,137000000,85131830,5.9,433,26.074908,0.3333333333333333,0,1.0,6.4,84150.0,106,Action,Adventure,Animation
Captain America: The First Avenger,2011.0,140000000,370569774,6.6,7047,74.506246,0.19642857142857142,0,1.0,6.9,899123.0,124,Action,Adventure,Sci-Fi
The World Is Not Enough,1999.0,135000000,361832400,6.0,862,39.604363,0.3,0,,,,,,,
Master and Commander: The Far Side of the World,2003.0,150000000,212011111,6.9,790,36.973031,0.0,0,0.0,7.5,238576.0,138,Action,Adventure,Drama
The Twilight Saga: Breaking Dawn - Part 2,2012.0,120000000,829000000,6.1,2553,99.687084,0.30357142857142855,0,,,,,,,
Happy Feet Two,2011.0,130000000,150406466,5.8,373,17.7735,0.19230769230769232,0,3.0,5.8,47864.0,100,Adventure,Animation,Comedy
The Incredible Hulk,2008.0,150000000,163712074,6.1,3021,62.898336,0.07352941176470588,0,,,,,,,
The BFG,2016.0,140000000,183345589,6.0,1000,44.19092,0.21739130434782608,0,,,,,,,
The Revenant,2015.0,135000000,532950503,7.3,6396,100.635882,0.05263157894736842,0,,,,,,,
Turbo,2013.0,135000000,282570682,6.1,1074,44.765377,0.16666666666666666,0,3.0,6.4,111320.0,96,Adventure,Animation,Comedy
Rango,2011.0,135000000,245724603,6.6,2051,29.91353,0.23529411764705882,0,1.0,7.3,293984.0,107,Action,Adventure,Animation
Penguins of Madagascar,2014.0,132000000,373552094,6.5,1346,84.366984,0.0625,0,0.0,6.6,102625.0,92,Action,Adventure,Animation
The Bourne Ultimatum,2007.0,70000000,442824138,7.3,2888,45.381501,0.043478260869565216,0,,,,,,,
Kung Fu Panda,2008.0,130000000,631744560,6.9,3145,84.689648,0.15384615384615385,0,3.0,7.6,524874.0,92,Action,Adventure,Animation
Ant-Man,2015.0,130000000,519311965,7.0,5880,120.09361,0.09230769230769231,0,2.0,7.2,723820.0,117,Action,Comedy,Sci-Fi
The Hunger Games: Catching Fire,2013.0,130000000,847423452,7.4,6495,76.310119,0.36538461538461536,0,,,,,,,
Home,2015.0,135000000,368871007,6.8,1519,63.473086,0.18181818181818182,0,3.0,6.5,111829.0,94,Adventure,Animation,Comedy
War of the Worlds,2005.0,132000000,591739379,6.2,2322,48.572726,0.2413793103448276,0,3.0,6.5,476399.0,116,Action,Adventure,Sci-Fi
Bad Boys II,2003.0,130000000,273339556,6.3,1564,38.068736,0.09523809523809523,0,1.0,6.6,268041.0,147,Action,Comedy,Crime
Puss in Boots,2011.0,130000000,554987477,6.4,451,20.678787,0.2,0,1.0,6.6,192999.0,90,Action,Adventure,Animation
Salt,2010.0,110000000,293329073,6.2,2093,48.829437,0.16666666666666666,0,3.0,6.4,330625.0,100,Action,Thriller,
Noah,2014.0,125000000,362637473,5.6,2350,46.115758,0.2222222222222222,0,3.0,5.8,267472.0,138,Action,Adventure,Drama
The Adventures of Tintin,2011.0,130000000,371940071,6.7,2061,89.938296,0.0625,0,,,,,,,
Harry Potter and the Prisoner of Azkaban,2004.0,130000000,789804554,7.7,5877,79.679601,0.21568627450980393,0,,,,,,,
Australia,2008.0,130000000,49554002,6.3,694,28.840997,0.2,0,2.0,6.6,129906.0,165,Adventure,Drama,Romance
After Earth,2013.0,130000000,243843127,5.0,2532,42.840582,0.2631578947368421,0,1.0,4.8,209210.0,100,Action,Adventure,Sci-Fi
Dinosaur,2000.0,127500000,354248063,6.2,542,26.548594,0.5,0,3.0,6.4,67408.0,82,Adventure,Animation,Drama
Night at the Museum: Secret of the Tomb,2014.0,127000000,349424282,6.1,1851,115.597753,0.23076923076923078,0,1.0,6.2,135966.0,98,Adventure,Comedy,Family
Megamind,2010.0,130000000,321887208,6.7,1918,68.757242,0.08695652173913043,0,0.0,7.3,296950.0,95,Action,Adventure,Animation
Harry Potter and the Philosopher's Stone,2001.0,125000000,976475550,7.5,7006,109.984351,0.1896551724137931,0,,,,,,,
R.I.P.D.,2013.0,130000000,61648500,5.4,1260,39.448066,0.2571428571428571,0,1.0,5.6,143887.0,96,Action,Adventure,Comedy
Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,140000000,655011224,7.5,6985,271.972889,0.07142857142857142,0,3.0,8.1,1214203.0,143,Action,Adventure,Fantasy
The Hunger Games: Mockingjay - Part 1,2014.0,125000000,752100229,6.6,5584,206.227151,0.3888888888888889,0,,,,,,,
The Da Vinci Code,2006.0,125000000,767820459,6.5,2704,45.313197,0.16666666666666666,0,,,,,,,
Rio 2,2014.0,103000000,500188435,6.3,978,42.40024,0.38095238095238093,0,3.0,6.3,100901.0,101,Adventure,Animation,Comedy
X2,2003.0,110000000,407711549,6.8,3506,2.871739,0.25806451612903225,0,,,,,,,
Fast Five,2011.0,125000000,626137675,7.1,2438,7.255718,0.19444444444444445,0,3.0,7.3,408171.0,130,Action,Crime,Thriller
Sherlock Holmes: A Game of Shadows,2011.0,125000000,334615000,7.0,3886,81.499621,0.2,0,1.0,7.4,481540.0,129,Action,Adventure,Mystery
